2.799984e-03,5.528158e-02,-2.202275e-01,2.770263e+00,5.469479e+01,-2.178899e+02
1.228503e-03,1.182015e-02,-1.890889e-01,1.217610e+00,1.171535e+01,-1.874123e+02
4.592607e-02,1.188008e-01,-2.343631e-01,4.535415e+01,1.173214e+02,-2.314446e+02
-1.134865e-02,2.182434e-02,-2.629446e-01,-1.120872e+01,2.155524e+01,-2.597023e+02
4.822062e-02,-6.156974e-02,-2.224573e-01,4.768925e+01,-6.089128e+01,-2.200059e+02
3.265771e-03,1.204864e-02,-1.881887e-01,3.236945e+00,1.194229e+01,-1.865277e+02
2.767170e-02,1.309927e-02,-9.809819e-02,2.753826e+01,1.303610e+01,-9.762512e+01
-8.364407e-03,-6.858678e-03,-2.037912e-01,-8.284558e+00,-6.793203e+00,-2.018458e+02
-5.854989e-02,-1.084912e-01,-2.459000e-01,-5.779817e+01,-1.070983e+02,-2.427429e+02
-4.092936e-02,7.358220e-02,-1.659504e-01,-4.057288e+01,7.294132e+01,-1.645051e+02
-4.897959e-02,8.640195e-02,-2.173373e-01,-4.843270e+01,8.543721e+01,-2.149106e+02
-1.818949e-02,5.664604e-03,-1.316468e-01,-1.807606e+01,5.629279e+00,-1.308258e+02
-9.595810e-03,6.725480e-03,-1.786553e-01,-9.515382e+00,6.669110e+00,-1.771579e+02
-9.135031e-02,-5.086237e-02,-1.896821e-01,-9.042515e+01,-5.034725e+01,-1.877610e+02
1.385797e-02,9.315913e-02,-2.640464e-01,1.367667e+01,9.194036e+01,-2.605920e+02
-8.421213e-03,1.114275e-02,-2.518186e-01,-8.322011e+00,1.101149e+01,-2.488522e+02
1.696539e-02,-7.884925e-03,-2.921267e-01,1.673373e+01,-7.777254e+00,-2.881377e+02
3.620539e-02,7.387335e-03,-1.039287e-01,3.601804e+01,7.349107e+00,-1.033909e+02
5.679250e-02,-3.140936e-02,-2.208846e-01,5.618139e+01,-3.107138e+01,-2.185077e+02
3.306439e-02,-7.467937e-02,-1.441578e-01,3.280782e+01,-7.409988e+01,-1.430391e+02
-5.412199e-02,-6.138025e-02,-2.156109e-01,-5.353862e+01,-6.071864e+01,-2.132869e+02
1.085671e-01,-6.941078e-02,-2.658195e-01,1.070711e+02,-6.845435e+01,-2.621568e+02
2.541625e-02,5.606572e-03,-1.864615e-01,2.519230e+01,5.557171e+00,-1.848185e+02
1.160944e-01,-2.411506e-03,-2.405368e-01,1.146467e+02,-2.381435e+00,-2.375373e+02
-4.276409e-02,-5.969523e-02,-1.698446e-01,-4.239371e+01,-5.917822e+01,-1.683736e+02
2.846155e-03,-6.574506e-02,-2.198227e-01,2.815629e+00,-6.503993e+01,-2.174651e+02
2.062249e-02,-1.960397e-02,-9.802427e-02,2.052371e+01,-1.951007e+01,-9.755475e+01
-8.546789e-02,-1.711179e-02,-2.711890e-01,-8.433191e+01,-1.688436e+01,-2.675846e+02
3.462827e-02,1.826151e-02,-2.884433e-01,3.415803e+01,1.801353e+01,-2.845263e+02
7.785633e-02,3.178319e-02,-2.622797e-01,7.685545e+01,3.137460e+01,-2.589079e+02
9.094810e-04,-3.229092e-02,-2.373926e-01,8.992996e-01,-3.192943e+01,-2.347351e+02
-1.669869e-02,-1.501515e-02,-1.664604e-01,-1.656734e+01,-1.489704e+01,-1.651510e+02
3.986693e-02,-3.676631e-02,-1.399938e-01,3.958648e+01,-3.650767e+01,-1.390089e+02
-2.725903e-03,-4.514744e-02,-1.502841e-01,-2.705861e+00,-4.481551e+01,-1.491792e+02
-7.695482e-02,-9.611492e-03,-1.356929e-01,-7.639136e+01,-9.541118e+00,-1.346994e+02
8.451809e-02,4.326478e-02,-2.674755e-01,8.339874e+01,4.269178e+01,-2.639330e+02
-6.048742e-02,-5.322396e-02,-2.222291e-01,-5.981926e+01,-5.263602e+01,-2.197742e+02
1.704352e-02,6.433870e-02,-2.020147e-01,1.687399e+01,6.369874e+01,-2.000053e+02
-3.542381e-02,7.586054e-03,-1.148709e-01,-3.522370e+01,7.543200e+00,-1.142220e+02
3.137155e-02,1.219309e-02,-1.314698e-01,3.117198e+01,1.211552e+01,-1.306334e+02
-6.033980e-03,1.340861e-02,-1.471501e-01,-5.992165e+00,1.331569e+01,-1.461304e+02
-7.343136e-02,-3.649414e-02,-2.840547e-01,-7.241869e+01,-3.599086e+01,-2.801374e+02
-1.628388e-02,8.754270e-02,-2.020613e-01,-1.611577e+01,8.663894e+01,-1.999753e+02
4.504637e-03,-7.341062e-03,-1.973742e-01,4.462999e+00,-7.273205e+00,-1.955498e+02
1.348648e-02,-2.481222e-02,-1.437302e-01,1.339391e+01,-2.464190e+01,-1.427436e+02
-3.971880e-02,4.840702e-03,-2.452717e-01,-3.925771e+01,4.784506e+00,-2.424244e+02
3.415955e-04,4.402386e-04,-2.632142e-01,3.373973e-01,4.348281e-01,-2.599793e+02
9.941898e-04,-5.599035e-02,-1.792629e-01,9.854512e-01,-5.549821e+01,-1.776873e+02
-4.137014e-02,6.868127e-02,-2.142388e-01,-4.092780e+01,6.794692e+01,-2.119481e+02
2.154142e-02,-4.982202e-02,-1.112617e-01,2.141636e+01,-4.953278e+01,-1.106158e+02
7.895796e-03,2.560028e-04,-1.352216e-01,7.845660e+00,2.543772e-01,-1.343630e+02
-1.105359e-02,-2.979025e-03,-1.975906e-01,-1.095124e+01,-2.951438e+00,-1.957609e+02
-2.142469e-02,3.641757e-02,-1.057185e-01,-2.131027e+01,3.622308e+01,-1.051539e+02
-1.714221e-02,9.717324e-03,-1.678101e-01,-1.700658e+01,9.640437e+00,-1.664823e+02
7.829129e-03,-3.176580e-02,-1.329820e-01,7.778870e+00,-3.156188e+01,-1.321284e+02
9.621558e-03,6.744639e-03,-1.025086e-01,9.574973e+00,6.711983e+00,-1.020123e+02
4.209566e-03,3.113289e-03,-1.978938e-01,4.170577e+00,3.084454e+00,-1.960609e+02
-2.497254e-02,-5.274023e-02,-2.187334e-01,-2.470827e+01,-5.218211e+01,-2.164186e+02
-9.383764e-03,1.083981e-02,-1.773037e-01,-9.305619e+00,1.074954e+01,-1.758271e+02
4.320687e-03,3.493537e-02,-2.412601e-01,4.271470e+00,3.453742e+01,-2.385119e+02
-2.692356e-02,4.134451e-02,-2.016359e-01,-2.666215e+01,4.094308e+01,-1.996782e+02
-9.577627e-02,2.953254e-02,-1.829400e-01,-9.484184e+01,2.924442e+01,-1.811552e+02
7.944176e-04,1.649427e-03,-1.183641e-01,7.900068e-01,1.640269e+00,-1.177069e+02
-2.980758e-02,2.114438e-02,-1.806976e-01,-2.955037e+01,2.096192e+01,-1.791383e+02
5.086500e-02,-5.953999e-02,-2.544035e-01,5.023288e+01,-5.880006e+01,-2.512419e+02
5.967753e-02,3.304633e-02,-2.142457e-01,5.905026e+01,3.269898e+01,-2.119938e+02
7.623569e-03,8.221732e-03,-2.436214e-01,7.536706e+00,8.128054e+00,-2.408456e+02
